district,distid,total_pop,SexLabel,SexLabel,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,religion,religion,religion,religion,religion,religion,religion,caste,caste,caste
,distid,total_pop,male,female,0to4,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80p,hindu,muslim,christian,sikh,buddhist,jain,other,SC,ST,other
jaisalmer,114,669919,361708,308211,89126,96022,89157,62874,58687,53103,45094,36641,31356,27203,22318,15880,14518,9790,8436,3970,5065,497045,168129,874,1723,98,1521,34,99134,42429,528356
