district,distid,total_pop,SexLabel,SexLabel,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,religion,religion,religion,religion,religion,religion,religion,caste,caste,caste
,distid,total_pop,male,female,0to4,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80p,hindu,muslim,christian,sikh,buddhist,jain,other,SC,ST,other
garhwal,61,687271,326829,360442,56984,67637,76575,74266,58033,47270,43999,42649,38575,34960,32338,26888,27603,20626,17114,9828,11048,660507,22931,2161,619,58,212,51,122361,2215,562695
