district,distid,total_pop,SexLabel,SexLabel,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,religion,religion,religion,religion,religion,religion,religion,caste,caste,caste
,distid,total_pop,male,female,0to4,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80p,hindu,muslim,christian,sikh,buddhist,jain,other,SC,ST,other
supaul,208,2229076,1155283,1073793,295376,343972,304876,175255,164616,169343,154490,140022,108571,91937,70308,59465,58597,41234,24608,10433,12965,1809936,409251,3758,271,136,546,42,354249,10168,1864659
