district,distid,total_pop,SexLabel,SexLabel,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,religion,religion,religion,religion,religion,religion,religion,caste,caste,caste
,distid,total_pop,male,female,0to4,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80p,hindu,muslim,christian,sikh,buddhist,jain,other,SC,ST,other
mysore,577,3001127,1511600,1489527,215953,228565,264355,279357,305388,286498,233328,246616,199049,186227,142853,108484,105384,75931,58062,27810,35181,2631985,290549,39361,1255,16194,14419,493,536643,334547,2129937
