district,distid,total_pop,SexLabel,SexLabel,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,religion,religion,religion,religion,religion,religion,religion,caste,caste,caste
,distid,total_pop,male,female,0to4,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80p,hindu,muslim,christian,sikh,buddhist,jain,other,SC,ST,other
gonda,183,3433919,1787146,1646773,374592,478369,455948,374033,286212,253924,223509,209818,164034,137542,110883,89995,98213,65760,49303,20138,30292,2739076,678615,4735,1893,649,338,57,531973,870,2901076
