district,distid,total_pop,SexLabel,SexLabel,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,Age,religion,religion,religion,religion,religion,religion,religion,caste,caste,caste
,distid,total_pop,male,female,0to4,5to9,10to14,15to19,20to24,25to29,30to34,35to39,40to44,45to49,50to54,55to59,60to64,65to69,70to74,75to79,80p,hindu,muslim,christian,sikh,buddhist,jain,other,SC,ST,other
dharmapuri,630,1506843,774303,732540,118553,126991,147444,140167,134973,136058,114319,121668,101962,96379,69338,57583,53537,34631,26216,12193,14038,1452956,38304,14089,164,39,37,87,245392,63044,1198407
